product_id,sku,name,wac,wac_class,wac_source,wac_backup_available,wac_change_log_rows,opening_unit_cost
e47421ea-f9aa-452b-b20b-4601ec12410f,CAT-0001,Abrazade metálica de 3/4,489.99999999999994,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,489.99999999999994
da1c4090-3e10-4120-a2bc-24da53cffe16,CAT-0002,Abrazade metálica de 1 pulgada,11.919422583856775,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,11.919422583856775
c4870c06-9332-4db2-b060-70d1fa8ea90c,CAT-0003,Araganes,2240,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2240
7d0751af-9fa4-4876-84b7-a28520f299d7,CAT-0004,Bisagra,5600,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,5600
69824282-4994-4615-aaf2-896466f9e781,CAT-0005,Brecker 16A Sencillo,2800,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2800
0e9d781a-4eed-42ef-baa2-09b3ea1d990c,CAT-0006,Brecker 25 A Sencillo,2800,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2800
e65916ea-9ca2-4e25-a78f-6be15b46a912,CAT-0007,Brecker 32A Trifasico,4200,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,4200
dfe95aa3-967c-4383-9664-2e8abf7ba7fd,CAT-0008,Brecker C32 A Trible,8400,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
08c9acfd-e10d-44f2-b25f-870d632dbe18,CAT-0009,Brecker D63 A,15749.999999999998,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,15749.999999999998
5dd7ff57-9c62-4431-baba-229f9cf62acf,CAT-0010,Brida 58,210,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,210
2a822efb-97fb-4235-b154-f983d1f840b5,CAT-0011,Cabilla 70 Cm,489.99999999999994,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,489.99999999999994
64551ca6-5488-42e7-a230-428502fc2476,CAT-0012,Cable Conductor electrico 10,1890,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,1890
69e4f894-9bdc-4401-ad07-102da972b11b,CAT-0013,Cable Conductor electrico 8,2100,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2100
60e81773-46ed-4995-8af1-771f85a97fa7,CAT-0014,Distribuidor de corriente 4 salidas,700,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,700
bc972d77-5e59-46f5-84a3-9249e1637f17,CAT-0015,Cemento Cola,14000,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,14000
f483daf8-9094-42a5-aa84-6453254b34dc,CAT-0016,Cemento P425 Tudella,17500,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
dd469f07-d038-458c-95c6-4e8cc1aac693,CAT-0017,Césped Artificial,9100,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,9100
9da60d14-0a0e-4070-83ca-f3ea689bff25,CAT-0018,Cheques metálicos,4900,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,4900
194cfc6d-3752-4d2a-94c7-8cb29427cffc,CAT-0019,Codo de 90,280,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,280
5585361e-3eec-4d7d-a9f1-6c748d875a6a,CAT-0020,Codos de 45 grado,280,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,280
01301a54-816a-4e32-9bd4-0d126d2f91c4,CAT-0021,Colchón Milexus,138600,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,138600
4af0518f-ff97-4129-b44c-10d62e5e0c68,CAT-0022,Conectores MC4,4410,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,4410
a010153a-6c4a-458f-a118-120166f06d3e,CAT-0023,Cuchilla 2P 100A,6300,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
53d9c964-d464-428f-b8a3-01a7d6178bc8,CAT-0024,Cuchilla 2P 63A,11340,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
bb1b6fd0-9a8e-4f3a-9623-17e9f9b5e73c,CAT-0025,Cuchilla 3P 100A,15749.999999999998,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,15749.999999999998
43370837-f188-401d-a90f-4cc7e2118ae9,CAT-0026,Disco de esmeril,2800,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2800
3f108b20-f5d6-4604-930e-35c863331f5e,CAT-0027,Escobas,2520,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2520
8d4c7a66-0b5c-4768-966c-b0ffb8ac3fb2,CAT-0028,Espejo,7000,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,7000
d097619e-6801-4f31-bee9-a76287af7530,CAT-0029,Expansiones 8x80,280,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,280
45f4a79c-e449-4053-a293-60961773d734,CAT-0030,Expansiones anaranjada 6*40mm /Rapita,210,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,210
3b68e6e7-303e-46e8-9a4a-0bd1d9a1b597,CAT-0031,Expansiones con tornillos M6,489.99999999999994,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,489.99999999999994
2a59f5e1-9dc8-440e-9746-26ae2fb30331,CAT-0032,Expansiones con tornillos M8,560,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,560
6e7331fa-ef32-4d29-928a-7d84922e3a66,CAT-0033,Extensiones 5M,5600,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,5600
0c2fcc6c-289f-4324-b55f-b5fd11a62002,CAT-0034,Fregadero,32199.999999999996,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,32199.999999999996
af42b21f-217e-4ead-a65d-c69397c13cc6,CAT-0035,Fuete eléctrico,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
b3e54ebe-ac35-4a11-b69b-3f0c8147fda1,CAT-0036,Impermeable verde 20Kg,69300,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,69300
017b2f62-0244-4bb0-8d88-82945aaa3726,CAT-0037,J de techo,70,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,70
2babc6c7-6b18-4d51-a59a-e9d5fc15cc6e,CAT-0038,Lampara de 20,4480,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,4480
207b1d1e-9b8c-43e4-b6b4-9f4bd977b18a,CAT-0039,Tubo de Lampara de 40,3920,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,3920
6ac93fb5-0ca3-4dd1-8cff-8980658b3caf,CAT-0040,Latiguillo de media por 3/8,1400,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,1400
ce3b523f-f616-489b-afa6-91c80e84cd8d,CAT-0041,Latiguillo MC4,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
470847a9-f708-46bb-97c1-57bca13d635c,CAT-0042,Llave de lavamano,4200,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,4200
2b2f28e3-e2f4-4d58-840c-4e4af5d651d1,CAT-0043,Losa aporcelanada 60x60,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
d640bf18-da13-4ef5-8754-d1226fadf660,CAT-0044,Losa aporcelanada 60x60 con defectos,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
5288a38f-85a0-4f2c-9edc-b745c03ef90c,CAT-0045,Malla perli,56000,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,56000
f13436c1-85a7-430a-889b-a30f5208de85,CAT-0046,Masilla interior blanca,30799.999999999996,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,30799.999999999996
4b15ea41-c8e3-4585-8c72-183133727b33,CAT-0047,Mortero,19600,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,19600
8d81d8dc-80ab-4456-833b-1901c986c827,CAT-0048,Nudo de media,350,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,350
55f7eb2b-8e95-475d-9375-b3b9390f5500,CAT-0049,Nudos de 3/4,2,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,2
b06c20ed-cd3d-4c6b-b775-959a83b0887b,CAT-0050,Nudos de 50,350,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,350
0f0f9cc8-1d72-4cab-973c-8dd35164fe79,CAT-0051,Pintura Casa Blanca 14L,45500,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,45500
d96b0781-88b3-4992-85c6-4187307de294,CAT-0052,Pintura Verde 4L,3500,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,3500
366f2263-aeba-4c85-acbd-8bf4e8fc0d99,CAT-0053,Planchas de zinc,0.7,WAC_CONFIRMED,products.cost_average (frozen pre-purge; single-writer guard w62; wac_change_log empty for store),NO (backup payload has no per-product WAC field),0,
