product_id,sku,name,set,classification,confidence,backup_qty,current_stock,delta,wac,wac_class,status,is_active,created_at,updated_at,be_total,be_post,be_post_qty,be_types_json,proposed_repair_qty,evidence_source
e47421ea-f9aa-452b-b20b-4601ec12410f,CAT-0001,Abrazade metálica de 3/4,A,FROZEN_MATCH,CONFIRMED,19,19,0,489.99999999999994,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:03.052135+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},19,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
da1c4090-3e10-4120-a2bc-24da53cffe16,CAT-0002,Abrazade metálica de 1 pulgada,B,DELTA_CONFIRMED_BY_EVENTS,CONFIRMED,32,966,934,11.919422583856775,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:03.824094+00:00,2026-08-16T22:01:13.103154+00:00,147,146,934,"{""sale"":84,""sale_reverse"":12,""return"":13,""sale_void"":6,""transfer_out"":3,""purchase"":10,""purchase_reverse"":1,""issue_slip_out"":7,""issue_slip_reverse"":7,""adjustment"":3}",966,business_events(survived purge)+backup delta
c4870c06-9332-4db2-b060-70d1fa8ea90c,CAT-0003,Araganes,A,FROZEN_MATCH,CONFIRMED,4,4,0,2240,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:04.535744+00:00,2026-08-02T01:16:41.6968+00:00,3,0,0,{},4,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
7d0751af-9fa4-4876-84b7-a28520f299d7,CAT-0004,Bisagra,A,FROZEN_MATCH,CONFIRMED,4,4,0,5600,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:04.805874+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},4,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
69824282-4994-4615-aaf2-896466f9e781,CAT-0005,Brecker 16A Sencillo,A,FROZEN_MATCH,CONFIRMED,4,4,0,2800,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:05.062076+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},4,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
0e9d781a-4eed-42ef-baa2-09b3ea1d990c,CAT-0006,Brecker 25 A Sencillo,A,FROZEN_MATCH,CONFIRMED,2,2,0,2800,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:05.319227+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},2,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
e65916ea-9ca2-4e25-a78f-6be15b46a912,CAT-0007,Brecker 32A Trifasico,A,FROZEN_MATCH,CONFIRMED,1,1,0,4200,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:05.576355+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},1,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
dfe95aa3-967c-4383-9664-2e8abf7ba7fd,CAT-0008,Brecker C32 A Trible,A,FROZEN_MATCH,CONFIRMED,0,0,0,8400,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:05.828182+00:00,2026-07-16T12:00:00+00:00,2,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
08c9acfd-e10d-44f2-b25f-870d632dbe18,CAT-0009,Brecker D63 A,A,FROZEN_MATCH,CONFIRMED,38,38,0,15749.999999999998,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:06.091751+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},38,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
5dd7ff57-9c62-4431-baba-229f9cf62acf,CAT-0010,Brida 58,B,DELTA_CONFIRMED_BY_EVENTS,CONFIRMED,1,2,1,210,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:06.354287+00:00,2026-08-16T21:21:29.396686+00:00,4,3,1,"{""issue_slip_out"":1,""adjustment"":1,""issue_slip_reverse"":1}",2,business_events(survived purge)+backup delta
2a822efb-97fb-4235-b154-f983d1f840b5,CAT-0011,Cabilla 70 Cm,A,FROZEN_MATCH,CONFIRMED,70,70,0,489.99999999999994,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:06.603601+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},70,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
64551ca6-5488-42e7-a230-428502fc2476,CAT-0012,Cable Conductor electrico 10,A,FROZEN_MATCH,CONFIRMED,289,289,0,1890,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:06.863212+00:00,2026-07-17T12:00:00+00:00,2,0,0,{},289,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
69e4f894-9bdc-4401-ad07-102da972b11b,CAT-0013,Cable Conductor electrico 8,A,FROZEN_MATCH,CONFIRMED,274,274,0,2100,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:07.115564+00:00,2026-07-21T12:00:00+00:00,3,0,0,{},274,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
60e81773-46ed-4995-8af1-771f85a97fa7,CAT-0014,Distribuidor de corriente 4 salidas,A,FROZEN_MATCH,CONFIRMED,16,16,0,700,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:07.364992+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},16,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
bc972d77-5e59-46f5-84a3-9249e1637f17,CAT-0015,Cemento Cola,A,FROZEN_MATCH,CONFIRMED,16,16,0,14000,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:07.624412+00:00,2026-07-25T12:00:00+00:00,4,0,0,{},16,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
f483daf8-9094-42a5-aa84-6453254b34dc,CAT-0016,Cemento P425 Tudella,A,FROZEN_MATCH,CONFIRMED,0,0,0,17500,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:07.886378+00:00,2026-07-27T12:00:00+00:00,8,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
dd469f07-d038-458c-95c6-4e8cc1aac693,CAT-0017,Césped Artificial,A,FROZEN_MATCH,CONFIRMED,24,24,0,9100,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:08.138733+00:00,2026-07-17T12:00:00+00:00,2,0,0,{},24,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
9da60d14-0a0e-4070-83ca-f3ea689bff25,CAT-0018,Cheques metálicos,A,FROZEN_MATCH,CONFIRMED,4,4,0,4900,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:08.403177+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},4,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
194cfc6d-3752-4d2a-94c7-8cb29427cffc,CAT-0019,Codo de 90,A,FROZEN_MATCH,CONFIRMED,29,29,0,280,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:08.654253+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},29,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
5585361e-3eec-4d7d-a9f1-6c748d875a6a,CAT-0020,Codos de 45 grado,A,FROZEN_MATCH,CONFIRMED,14,14,0,280,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:08.906221+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},14,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
01301a54-816a-4e32-9bd4-0d126d2f91c4,CAT-0021,Colchón Milexus,B,DELTA_CONFIRMED_BY_EVENTS,CONFIRMED,0,1,1,138600,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:09.164839+00:00,2026-08-02T05:22:39.615345+00:00,3,1,1,"{""adjustment"":1}",1,business_events(survived purge)+backup delta
4af0518f-ff97-4129-b44c-10d62e5e0c68,CAT-0022,Conectores MC4,A,FROZEN_MATCH,CONFIRMED,204,204,0,4410,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:09.422101+00:00,2026-07-28T12:00:00+00:00,17,0,0,{},204,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
a010153a-6c4a-458f-a118-120166f06d3e,CAT-0023,Cuchilla 2P 100A,A,FROZEN_MATCH,CONFIRMED,0,0,0,6300,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:09.68059+00:00,2026-07-30T03:00:09.68059+00:00,0,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
53d9c964-d464-428f-b8a3-01a7d6178bc8,CAT-0024,Cuchilla 2P 63A,A,FROZEN_MATCH,CONFIRMED,0,0,0,11340,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:09.93739+00:00,2026-07-16T12:00:00+00:00,2,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
bb1b6fd0-9a8e-4f3a-9623-17e9f9b5e73c,CAT-0025,Cuchilla 3P 100A,A,FROZEN_MATCH,CONFIRMED,1,1,0,15749.999999999998,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:10.188884+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},1,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
43370837-f188-401d-a90f-4cc7e2118ae9,CAT-0026,Disco de esmeril,A,FROZEN_MATCH,CONFIRMED,3,3,0,2800,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:10.447723+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},3,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
3f108b20-f5d6-4604-930e-35c863331f5e,CAT-0027,Escobas,A,FROZEN_MATCH,CONFIRMED,10,10,0,2520,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:10.705724+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},10,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
8d4c7a66-0b5c-4768-966c-b0ffb8ac3fb2,CAT-0028,Espejo,A,FROZEN_MATCH,CONFIRMED,36,36,0,7000,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:10.961896+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},36,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
d097619e-6801-4f31-bee9-a76287af7530,CAT-0029,Expansiones 8x80,A,FROZEN_MATCH,CONFIRMED,532,532,0,280,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:11.218823+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},532,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
45f4a79c-e449-4053-a293-60961773d734,CAT-0030,Expansiones anaranjada 6*40mm /Rapita,A,FROZEN_MATCH,CONFIRMED,50,50,0,210,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:11.481928+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},50,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
3b68e6e7-303e-46e8-9a4a-0bd1d9a1b597,CAT-0031,Expansiones con tornillos M6,A,FROZEN_MATCH,CONFIRMED,14,14,0,489.99999999999994,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:11.743379+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},14,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
2a59f5e1-9dc8-440e-9746-26ae2fb30331,CAT-0032,Expansiones con tornillos M8,A,FROZEN_MATCH,CONFIRMED,10,10,0,560,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:12.000611+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},10,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
6e7331fa-ef32-4d29-928a-7d84922e3a66,CAT-0033,Extensiones 5M,A,FROZEN_MATCH,CONFIRMED,1,1,0,5600,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:12.256811+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},1,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
0c2fcc6c-289f-4324-b55f-b5fd11a62002,CAT-0034,Fregadero,A,FROZEN_MATCH,CONFIRMED,4,4,0,32199.999999999996,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:12.505747+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},4,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
af42b21f-217e-4ead-a65d-c69397c13cc6,CAT-0035,Fuete eléctrico,A,FROZEN_MATCH,CONFIRMED,68,68,0,2,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:12.764822+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},68,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
b3e54ebe-ac35-4a11-b69b-3f0c8147fda1,CAT-0036,Impermeable verde 20Kg,A,FROZEN_MATCH,CONFIRMED,1,1,0,69300,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:13.011782+00:00,2026-07-20T12:00:00+00:00,2,0,0,{},1,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
017b2f62-0244-4bb0-8d88-82945aaa3726,CAT-0037,J de techo,A,FROZEN_MATCH,CONFIRMED,26,26,0,70,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:13.281213+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},26,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
2babc6c7-6b18-4d51-a59a-e9d5fc15cc6e,CAT-0038,Lampara de 20,A,FROZEN_MATCH,CONFIRMED,25,25,0,4480,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:13.539059+00:00,2026-07-22T12:00:00+00:00,2,0,0,{},25,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
207b1d1e-9b8c-43e4-b6b4-9f4bd977b18a,CAT-0039,Tubo de Lampara de 40,A,FROZEN_MATCH,CONFIRMED,14,14,0,3920,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:13.787621+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},14,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
6ac93fb5-0ca3-4dd1-8cff-8980658b3caf,CAT-0040,Latiguillo de media por 3/8,A,FROZEN_MATCH,CONFIRMED,7,7,0,1400,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:14.047811+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},7,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
ce3b523f-f616-489b-afa6-91c80e84cd8d,CAT-0041,Latiguillo MC4,A,FROZEN_MATCH,CONFIRMED,72,72,0,2,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:14.29662+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},72,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
470847a9-f708-46bb-97c1-57bca13d635c,CAT-0042,Llave de lavamano,A,FROZEN_MATCH,CONFIRMED,3,3,0,4200,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:14.550882+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},3,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
2b2f28e3-e2f4-4d58-840c-4e4af5d651d1,CAT-0043,Losa aporcelanada 60x60,A,FROZEN_MATCH,CONFIRMED,6,6,0,2,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:14.800221+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},6,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
d640bf18-da13-4ef5-8754-d1226fadf660,CAT-0044,Losa aporcelanada 60x60 con defectos,A,FROZEN_MATCH,CONFIRMED,4,4,0,2,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:15.053113+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},4,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
5288a38f-85a0-4f2c-9edc-b745c03ef90c,CAT-0045,Malla perli,A,FROZEN_MATCH,CONFIRMED,3,3,0,56000,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:15.302143+00:00,2026-07-20T12:00:00+00:00,2,0,0,{},3,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
f13436c1-85a7-430a-889b-a30f5208de85,CAT-0046,Masilla interior blanca,A,FROZEN_MATCH,CONFIRMED,3,3,0,30799.999999999996,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:15.548993+00:00,2026-07-22T12:00:00+00:00,4,0,0,{},3,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
4b15ea41-c8e3-4585-8c72-183133727b33,CAT-0047,Mortero,A,FROZEN_MATCH,CONFIRMED,40,40,0,19600,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:15.796207+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},40,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
8d81d8dc-80ab-4456-833b-1901c986c827,CAT-0048,Nudo de media,A,FROZEN_MATCH,CONFIRMED,38,38,0,350,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:16.042004+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},38,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
55f7eb2b-8e95-475d-9375-b3b9390f5500,CAT-0049,Nudos de 3/4,A,FROZEN_MATCH,CONFIRMED,7,7,0,2,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:16.296275+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},7,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
b06c20ed-cd3d-4c6b-b775-959a83b0887b,CAT-0050,Nudos de 50,A,FROZEN_MATCH,CONFIRMED,9,9,0,350,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:16.550737+00:00,2026-07-30T03:00:32.89037+00:00,1,0,0,{},9,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
0f0f9cc8-1d72-4cab-973c-8dd35164fe79,CAT-0051,Pintura Casa Blanca 14L,A,FROZEN_MATCH,CONFIRMED,15,15,0,45500,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:16.799548+00:00,2026-07-27T12:00:00+00:00,6,0,0,{},15,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
d96b0781-88b3-4992-85c6-4187307de294,CAT-0052,Pintura Verde 4L,A,FROZEN_MATCH,CONFIRMED,39,39,0,3500,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:17.044454+00:00,2026-07-21T12:00:00+00:00,2,0,0,{},39,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
366f2263-aeba-4c85-acbd-8bf4e8fc0d99,CAT-0053,Planchas de zinc,A,FROZEN_MATCH,CONFIRMED,0,0,0,0.7,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:17.290352+00:00,2026-07-30T03:00:17.290352+00:00,0,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
dea47824-d52d-4e0c-a963-2904851ede28,CAT-0054,Porta Fusibles,A,FROZEN_MATCH,CONFIRMED,0,0,0,0.7,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:17.551276+00:00,2026-07-30T03:00:17.551276+00:00,0,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
1594070e-136d-47e2-9348-1b172dbab77e,CAT-0055,Purles,A,FROZEN_MATCH,CONFIRMED,0,0,0,28000,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:17.799785+00:00,2026-07-20T12:00:00+00:00,4,0,0,{},0,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
ac868bd7-20bb-4af5-bd63-e1eee73fb80c,CAT-0056,Reducido de 3/4,A,FROZEN_MATCH,CONFIRMED,5,5,0,489.99999999999994,WAC_CONFIRMED,ACTIVE,true,2026-07-30T03:00:18.046369+00:00,2026-08-16T20:04:50.023403+00:00,7,6,0,"{""issue_slip_out"":3,""issue_slip_reverse"":3}",5,backup_20260802_payload+FROZEN(stock_current==b_inv;0 writes post 2026-08-16T22:01Z)
